Acell X;Acell Y;Acell Z;Gyro X;Gyro Y;Gyro Z

-0.062255859375;-0.1769866943359375;-0.9904327392578125;-0.039735160768032074;-0.007515707053244114;-0.0001917476038215682
-0.0654296875;-0.1769866943359375;-0.99078369140625;-0.039735160768032074;-0.007515707053244114;-0.0001917476038215682
-0.0654296875;-0.1769866943359375;-0.99078369140625;-0.039735160768032074;-0.007515707053244114;-0.0001917476038215682
-0.0654296875;-0.1769866943359375;-0.99078369140625;-0.028958680108189583;-0.01455657184123993;-0.00046072687837295234
-0.0654296875;-0.1769866943359375;-0.99078369140625;-0.028958680108189583;-0.01455657184123993;-0.00046072687837295234
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.028958680108189583;-0.01455657184123993;-0.00046072687837295234
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.028958680108189583;-0.01455657184123993;-0.00046072687837295234
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.028958680108189583;-0.01455657184123993;-0.00046072687837295234
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.016079101711511612;-0.027777036651968956;-0.0020101540721952915
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.016079101711511612;-0.027777036651968956;-0.0020101540721952915
-0.0644683837890625;-0.176971435546875;-0.9968109130859375;-0.016079101711511612;-0.027777036651968956;-0.0020101540721952915
-0.065185546875;-0.178558349609375;-1.0016326904296875;-0.016079101711511612;-0.027777036651968956;-0.0020101540721952915
-0.065185546875;-0.178558349609375;-1.0016326904296875;-0.016079101711511612;-0.027777036651968956;-0.0020101540721952915
-0.065185546875;-0.178558349609375;-1.0016326904296875;-0.0017965685110539198;-0.03212811052799225;-0.00324825756251812
-0.065185546875;-0.178558349609375;-1.0016326904296875;-0.0017965685110539198;-0.03212811052799225;-0.00324825756251812
-0.0645294189453125;-0.179443359375;-1.0037078857421875;-0.0017965685110539198;-0.03212811052799225;-0.00324825756251812
-0.0645294189453125;-0.179443359375;-1.0037078857421875;-0.0017965685110539198;-0.03212811052799225;-0.00324825756251812
-0.0645294189453125;-0.179443359375;-1.0037078857421875;-0.0017965685110539198;-0.03212811052799225;-0.00324825756251812
-0.0645294189453125;-0.179443359375;-1.0037078857421875;0.009005479514598846;-0.022286130115389824;0.0009249158320017159
-0.0645294189453125;-0.179443359375;-1.0037078857421875;0.009005479514598846;-0.022286130115389824;0.0009249158320017159
-0.0651397705078125;-0.1791534423828125;-1.003570556640625;0.009005479514598846;-0.022286130115389824;0.0009249158320017159
-0.0651397705078125;-0.1791534423828125;-1.003570556640625;0.009005479514598846;-0.022286130115389824;0.0009249158320017159
-0.0651397705078125;-0.1791534423828125;-1.003570556640625;0.009005479514598846;-0.022286130115389824;0.0009249158320017159
-0.0651397705078125;-0.1791534423828125;-1.003570556640625;0.012172776274383068;-0.0023153522051870823;0.0009781790431588888
-0.0651397705078125;-0.1791534423828125;-1.003570556640625;0.012172776274383068;-0.0023153522051870823;0.0009781790431588888
-0.0657958984375;-0.1793365478515625;-1.0008392333984375;0.012172776274383068;-0.0023153522051870823;0.0009781790431588888
-0.0657958984375;-0.1793365478515625;-1.0008392333984375;0.012172776274383068;-0.0023153522051870823;0.0009781790431588888
-0.0657958984375;-0.1793365478515625;-1.0008392333984375;0.012172776274383068;-0.0023153522051870823;0.0009781790431588888
-0.0657958984375;-0.1793365478515625;-1.0008392333984375;0.008743157610297203;0.010332532227039337;0.0010463559301570058
-0.0657958984375;-0.1793365478515625;-1.0008392333984375;0.008743157610297203;0.010332532227039337;0.0010463559301570058
-0.0670013427734375;-0.1799163818359375;-0.997711181640625;0.008743157610297203;0.010332532227039337;0.0010463559301570058
-0.0670013427734375;-0.1799163818359375;-0.997711181640625;0.008743157610297203;0.010332532227039337;0.0010463559301570058
-0.0670013427734375;-0.1799163818359375;-0.997711181640625;0.008743157610297203;0.010332532227039337;0.0010463559301570058
-0.0670013427734375;-0.1799163818359375;-0.997711181640625;0.0002769687562249601;0.01576751098036766;0.00452950457111001
-0.0670013427734375;-0.1799163818359375;-0.997711181640625;0.0002769687562249601;0.01576751098036766;0.00452950457111001
-0.066802978515625;-0.1777801513671875;-0.9970855712890625;0.0002769687562249601;0.01576751098036766;0.00452950457111001
-0.066802978515625;-0.1777801513671875;-0.9970855712890625;0.0002769687562249601;0.01576751098036766;0.00452950457111001
-0.066802978515625;-0.1777801513671875;-0.9970855712890625;0.0002769687562249601;0.01576751098036766;0.00452950457111001
-0.066802978515625;-0.1777801513671875;-0.9970855712890625;-0.013907826505601406;0.012011122889816761;0.001315068919211626
-0.066802978515625;-0.1777801513671875;-0.9970855712890625;-0.013907826505601406;0.012011122889816761;0.001315068919211626
-0.065338134765625;-0.1755828857421875;-0.9945526123046875;-0.013907826505601406;0.012011122889816761;0.001315068919211626
-0.065338134765625;-0.1755828857421875;-0.9945526123046875;-0.013907826505601406;0.012011122889816761;0.001315068919211626
-0.065338134765625;-0.1755828857421875;-0.9945526123046875;-0.013907826505601406;0.012011122889816761;0.001315068919211626
-0.065338134765625;-0.1755828857421875;-0.9945526123046875;-0.024049410596489906;0.005309544038027525;0.006845122668892145
-0.065338134765625;-0.1755828857421875;-0.9945526123046875;-0.024049410596489906;0.005309544038027525;0.006845122668892145
-0.0639801025390625;-0.17401123046875;-0.9957275390625;-0.024049410596489906;0.005309544038027525;0.006845122668892145
-0.0639801025390625;-0.17401123046875;-0.9957275390625;-0.024049410596489906;0.005309544038027525;0.006845122668892145
-0.0639801025390625;-0.17401123046875;-0.9957275390625;-0.024049410596489906;0.005309544038027525;0.006845122668892145
-0.0639801025390625;-0.17401123046875;-0.9957275390625;-0.035709794610738754;0.0025569009594619274;0.009415606036782265
-0.0639801025390625;-0.17401123046875;-0.9957275390625;-0.035709794610738754;0.0025569009594619274;0.009415606036782265
-0.0653839111328125;-0.173065185546875;-0.9991607666015625;-0.035709794610738754;0.0025569009594619274;0.009415606036782265
-0.0653839111328125;-0.173065185546875;-0.9991607666015625;-0.035709794610738754;0.0025569009594619274;0.009415606036782265
-0.0653839111328125;-0.173065185546875;-0.9991607666015625;-0.035709794610738754;0.0025569009594619274;0.009415606036782265
-0.0653839111328125;-0.173065185546875;-0.9991607666015625;-0.04475575312972069;-0.001216265605762601;0.0026706180069595575
-0.0653839111328125;-0.173065185546875;-0.9991607666015625;-0.04475575312972069;-0.001216265605762601;0.0026706180069595575
-0.066864013671875;-0.17279052734375;-0.998992919921875;-0.04475575312972069;-0.001216265605762601;0.0026706180069595575
-0.066864013671875;-0.17279052734375;-0.998992919921875;-0.04475575312972069;-0.001216265605762601;0.0026706180069595575
-0.066864013671875;-0.17279052734375;-0.998992919921875;-0.04475575312972069;-0.001216265605762601;0.0026706180069595575
-0.066864013671875;-0.17279052734375;-0.998992919921875;-0.05513462424278259;-0.00101146858651191;0.002298840554431081
-0.066864013671875;-0.17279052734375;-0.998992919921875;-0.05513462424278259;-0.00101146858651191;0.002298840554431081
-0.0667877197265625;-0.1736907958984375;-0.9963836669921875;-0.05513462424278259;-0.00101146858651191;0.002298840554431081
-0.0667877197265625;-0.1736907958984375;-0.9963836669921875;-0.05513462424278259;-0.00101146858651191;0.002298840554431081
-0.0667877197265625;-0.1736907958984375;-0.9963836669921875;-0.05513462424278259;-0.00101146858651191;0.002298840554431081
-0.0667877197265625;-0.1736907958984375;-0.9963836669921875;-0.05808594077825546;-0.0011294466676190495;-0.003037867834791541
-0.0667877197265625;-0.1736907958984375;-0.9963836669921875;-0.05808594077825546;-0.0011294466676190495;-0.003037867834791541
-0.066436767578125;-0.175048828125;-0.99560546875;-0.05808594077825546;-0.0011294466676190495;-0.003037867834791541
-0.066436767578125;-0.175048828125;-0.99560546875;-0.05808594077825546;-0.0011294466676190495;-0.003037867834791541
-0.066436767578125;-0.175048828125;-0.99560546875;-0.05808594077825546;-0.0011294466676190495;-0.003037867834791541
