Acell X;Acell Y;Acell Z;Gyro X;Gyro Y;Gyro Z

-0.033843994140625;-0.08868408203125;-1.0438079833984375;-0.07074713706970215;0.16612745821475983;-0.0011579424608498812
-0.04571533203125;-0.0996246337890625;-0.9718475341796875;-0.13915495574474335;0.13617940247058868;0.002775280037894845
-0.04571533203125;-0.0996246337890625;-0.9718475341796875;-0.13915495574474335;0.13617940247058868;0.002775280037894845
-0.04571533203125;-0.0996246337890625;-0.9718475341796875;-0.13915495574474335;0.13617940247058868;0.002775280037894845
-0.04571533203125;-0.0996246337890625;-0.9718475341796875;-0.13915495574474335;0.13617940247058868;0.002775280037894845
-0.04571533203125;-0.0996246337890625;-0.9718475341796875;-0.13915495574474335;0.13617940247058868;0.002775280037894845
-0.0185394287109375;-0.099090576171875;-0.94781494140625;-0.16916878521442413;0.05479693412780762;0.011501393280923367
-0.0185394287109375;-0.099090576171875;-0.94781494140625;-0.16916878521442413;0.05479693412780762;0.011501393280923367
-0.0185394287109375;-0.099090576171875;-0.94781494140625;-0.16916878521442413;0.05479693412780762;0.011501393280923367
-0.0185394287109375;-0.099090576171875;-0.94781494140625;-0.16916878521442413;0.05479693412780762;0.011501393280923367
-0.0185394287109375;-0.099090576171875;-0.94781494140625;-0.16916878521442413;0.05479693412780762;0.011501393280923367
-0.013031005859375;-0.0939788818359375;-0.98565673828125;-0.14261893928050995;-0.0375971756875515;0.016093483194708824
-0.013031005859375;-0.0939788818359375;-0.98565673828125;-0.14261893928050995;-0.0375971756875515;0.016093483194708824
-0.013031005859375;-0.0939788818359375;-0.98565673828125;-0.14261893928050995;-0.0375971756875515;0.016093483194708824
-0.013031005859375;-0.0939788818359375;-0.98565673828125;-0.14261893928050995;-0.0375971756875515;0.016093483194708824
-0.013031005859375;-0.0939788818359375;-0.98565673828125;-0.14261893928050995;-0.0375971756875515;0.016093483194708824
-0.020782470703125;-0.0869903564453125;-1.0223846435546875;-0.08647150546312332;-0.07258845120668411;0.010632936842739582
